StockCode,Quantite_Totale,CA_Total,Nb_Lignes_Commandes,Nb_Clients_Uniques
84029E,3707,13430.51,328,228
84029G,2469,9329.17,326,211
84030E,1423,5767.91,287,198
84031A,174,499.78000000000003,50,34
84031B,94,342.74,38,29
84032A,449,1112.91,108,78
84032B,654,1342.0000000000002,133,106
84033,23,37.95,7,7
84050,3139,4379.03,206,139
84051,280,212.79999999999998,26,24
84077,54415,13586.249999999998,473,307
84078A,357,13007.150000000001,106,79
84086B,16,47.2,8,3
84086C,140,413.00000000000006,21,13
84192,115,143.75,28,19
84199,129,27.09,30,28
84201B,13,2.47,2,2
84201C,5,0.95,1,1
84206A,24,4.5600000000000005,3,3
84206B,5,0.95,1,1
84206C,8,1.52,2,2
84212,10297,4871.45,103,72
84218,122,222.29999999999998,40,37
84226,49,34.510000000000005,9,9
84227,1,0.42,1,1
84228,284,113.28,19,16
84231,105,68.25,19,13
84247E,83,244.85000000000002,26,23
84247G,336,141.12,23,17
84247K,23,67.85000000000001,10,7
84247L,108,45.36,8,8
84247N,22,64.9,18,16
84249A,160,68.84,13,12
84251B,157,29.830000000000002,14,12
84251C,24,4.5600000000000005,2,2
84251G,180,34.2,15,15
84279B,182,678.18,60,48
84279P,339,1253.97,98,79
84306,2,21.9,2,2
84313B,76,175.8,13,6
84313C,461,908.15,24,17
84341B,618,252.23,34,30
84347,7907,17592.52,327,192
84352,33,543.35,22,14
84356,337,1570.15,46,32
84358,32,287.74,12,6
84360,74,388.3,17,9
84375,4149,8697.27,428,290
84378,6019,7741.84,532,376
84380,5293,6718.9,508,325
84387A,11,21.45,1,1
84388,24,13.14,6,6
84402B,61,48.19,3,3
84406B,1918,7125.38,244,133
84415A,12,15.0,2,2
84415B,6,12.5,2,2
84422,551,220.41,8,8
84429A,47,138.65,15,13
84452,74,62.9,16,14
84457,120,102.0,23,21
84459A,671,907.63,57,50
84459B,676,938.12,61,54
84461,41,104.55,14,13
84462,12,15.0,6,6
84465,10,29.5,7,7
84466,46,57.5,10,8
84497,13,48.75,7,7
84499,7,5.949999999999999,2,2
84507B,31,79.05,14,10
84507C,63,160.64999999999998,26,11
84508A,1630,3445.5000000000005,35,17
84508B,57,145.35,31,21
84508C,52,132.6,21,14
84509A,612,2194.64,139,103
84509B,156,585.0,49,37
84509C,78,273.3,24,20
84509E,70,101.06,8,7
84509G,491,856.25,46,42
84510A,1063,1295.59,151,100
84510C,98,124.92,34,25
84510E,25,26.05,9,9
84519A,477,739.1899999999999,61,45
84519B,426,547.24,93,63
84520B,481,388.69,55,51
84522,12,23.4,6,6
84527,47,84.44999999999999,6,6
84531A,140,71.75999999999999,26,24
84531B,150,83.46,26,24
84534B,46,39.1,5,5
84535A,398,185.1,20,19
84535B,1272,762.99,109,80
84536A,2729,1147.0,225,140
84536B,1684,655.34,100,74
84539,16,26.4,1,1
84548,15,24.75,4,3
84549,31,46.349999999999994,3,3
84550,1,1.65,1,1
84551,1,1.65,1,1
84558A,293,864.35,64,49
84559A,272,231.98,42,34
84559B,216,183.6,44,36
84562A,2,15.9,2,2
84563A,59,198.05,14,11
84563B,73,221.35000000000002,24,18
84568,12480,2332.8,24,18
84569A,191,239.96,26,26
84569B,76,95.0,12,11
84569C,1,1.25,1,1
84569D,269,338.67,35,32
84575A,14,39.3,4,4
84576,57,111.14999999999999,9,8
84580,335,1260.05,123,91
84581,166,623.26,71,60
84584,83,211.64999999999998,18,18
84592,70,206.50000000000003,17,15
84593,5,14.750000000000002,2,1
84595E,64,109.79999999999998,9,8
84596B,4491,2063.29,379,189
84596E,392,253.05,36,33
84596F,3301,1561.6299999999999,304,166
84596G,1662,775.02,162,84
84596J,469,205.28,27,21
84596L,1039,441.36,80,49
84597B,41,51.25,5,3
84597C,46,57.5,13,11
84598,1248,262.08,5,5
84600,48,367.6,20,16
84609,90,720.0,17,16
84613A,6,27.900000000000002,3,3
84613C,1,4.65,1,1
84614A,2,11.9,1,1
84616,11,329.45,6,6
84617,3,38.25,3,3
84620,2,11.9,1,1
84625A,455,470.75,31,24
84625C,439,478.15,28,20
84629,20,150.0,10,10
84631,17,135.15,10,7
84632,6,359.70000000000005,5,5
84637,29,172.55,13,11
84638,19,132.05,12,11
84658,46,322.38,18,14
84659A,134,314.31,22,19
84660A,837,761.9,36,30
84660B,697,686.23,30,20
84660C,639,590.57,27,20
84661A,94,132.99,11,10
84661B,95,225.48999999999998,12,10
84661C,62,70.10000000000001,5,5
84663A,260,324.04,25,21
84665,105,624.75,17,14
84666,24,94.80000000000001,4,4
84673A,63,40.95,26,21
84673B,135,114.21000000000001,42,31
84674,187,429.25000000000006,42,31
84675,9,26.55,2,2
84678,138,227.1,10,10
84679,6,55.7,2,2
84683,187,147.35000000000002,7,6
84685,21,78.75,9,6
84686,49,66.39,8,7
84687,70,376.5,20,16
84688,34,144.5,8,7
84689,3,9.95,2,2
84691,242,174.5,4,2
84692,6808,2810.67,375,209
84705C,12,15.0,1,1
84706D,6,25.7,3,3
84706F,16,47.2,10,9
84707A,66,440.73999999999995,25,21
84707B,29,178.56,13,13
84708B,53,256.75,14,13
84709B,20,119.0,11,11
84711A,14,139.29999999999998,7,7
84711B,15,149.25,8,7
84712B,19,147.87,11,9
84715,16,47.2,3,3
84723,41,97.95,6,5
84725,41,39.65,18,16
84731,2,2.04,2,2
84732B,22,8.58,2,2
84732D,11,4.29,2,2
84741C,60,117.0,14,14
84743C,1,1.25,1,1
84744,108,135.0,18,17
84745A,32,13.44,5,5
84745B,32,13.44,5,5
84746,3,11.25,1,1
84748,28,105.0,11,7
84750A,24,46.8,1,1
84750B,61,54.99,12,12
84751B,19,38.69,9,8
84754,502,586.46,37,35
84755,15611,9597.710000000001,536,318
84760S,43,62.349999999999994,9,8
84763,573,679.01,49,39
84766,146,340.7,14,11
84773,3,8.850000000000001,1,1
84789,181,599.5500000000001,44,33
84792,775,3475.19,193,125
84795B,167,1249.65,40,33
84795C,2,15.9,1,1
84796A,14,178.5,10,10
84796B,69,793.3499999999999,17,16
84798A,14,35.699999999999996,3,3
84798B,7,17.849999999999998,2,2
84799,220,155.48,9,9
84800L,360,639.36,22,20
84800M,127,174.31,11,11
84800S,113,127.57000000000001,10,9
84801A,46,96.60000000000001,5,5
84801B,22,46.2,3,3
84802A,2,3.38,1,1
84802B,4,6.76,1,1
84803B,15,25.35,3,3
84804A,70,180.58,8,8
84804B,99,188.37000000000003,6,6
84805A,30,52.5,3,3
84805B,38,52.5,3,3
84806A,137,96.88999999999999,11,11
84806B,296,394.15999999999997,19,18
84809A,38,79.80000000000001,5,5
84809B,18,37.800000000000004,1,1
84813,145,1146.97,22,20
84816,13,519.35,10,10
84817,951,710.64,56,48
84818,1424,1461.6,100,79
84819,811,951.79,62,56
84820,261,484.63,32,31
84821,947,417.34999999999997,42,35
84823,112,890.4000000000001,25,25
84824,2,31.9,2,2
84826,1162,389.38,35,28
84827,511,154.39,18,12
84828,954,1192.41,117,82
84832,2607,2176.95,192,137
84836,5757,7108.68,491,311
84840,3,25.5,3,3
84842,14,52.5,9,8
84843,161,864.35,42,36
84846A,53,111.30000000000001,11,9
84847,21,78.75,12,9
84849A,155,261.95,31,25
84849B,232,392.08,57,41
84849D,479,809.51,103,64
84854,5,24.75,1,1
84857B,24,46.8,1,1
84857C,95,198.35,8,8
84858C,185,250.05,5,4
84859A,123,248.20999999999998,31,24
84859B,31,62.629999999999995,11,10
84859C,83,176.39,21,17
84865,26,115.55,12,8
84870B,20,75.0,10,9
84870C,20,75.0,10,10
84872A,3,50.849999999999994,3,3
84873A,2,33.9,2,2
84874B,34,56.1,7,7
84875B,125,168.75,15,14
84875D,51,63.75,8,8
84876B,203,253.75,23,17
84876D,125,191.25,13,12
84877A,12,15.0,1,1
84877B,126,157.5,9,8
84877D,88,122.5,12,11
84879,35362,56580.34,1408,678
84880,303,1896.15,68,51
84881,11,69.85,5,5
84882,34,127.5,15,12
84884A,286,1076.66,64,52
84898F,45,94.50000000000001,18,15
84905,12,59.400000000000006,2,2
84906,28,98.6,10,9
84907,5,38.25,3,3
84910A,10,59.5,6,6
84912A,103,386.25,38,25
84912B,149,558.75,49,32
84913A,37,172.05,10,10
84913B,70,325.5,20,19
84915,199,281.95,11,8
84916,212,407.4,18,17
84917,170,400.5,14,13
84919,29,201.55,9,9
84920,73,273.75,27,22
84921,11,41.25,5,5
84922,8,34.0,5,5
84924A,72,281.13,24,21
84924F,10,7.9,3,3
84925D,15,38.25,10,8
84925F,80,112.47999999999999,15,14
84926A,597,198.08999999999997,31,24
84926D,705,266.64,32,25
84926E,990,329.84,38,32
84926F,423,178.0,23,18
84927A,46,53.85,14,12
84927D,45,39.78,12,9
84927E,57,71.82000000000001,12,10
84927F,295,166.35,42,36
84929,2244,545.1600000000001,62,57
84931A,84,214.2,23,20
84931B,134,341.7,27,21
84944,564,1016.4,73,62
84945,10279,8269.45,312,208
84946,16473,19239.420000000002,689,415
84947,8273,9339.34,292,177
84949,4665,7193.249999999999,254,165
84950,3361,1990.97,89,66
84951A,363,315.06,34,26
84951B,334,318.44,32,24
84952A,38,146.21,6,6
84952B,145,247.46,13,10
84952C,140,225.0,10,7
84963A,4,171.8,1,1
84963B,3,149.85000000000002,1,1
84968A,147,1787.85,49,32
84968B,2,25.5,2,2
84968C,94,1198.5,48,36
84968D,62,814.92,31,27
84968E,87,1035.06,22,15
84968F,78,951.3,30,25
84969,295,1267.99,73,48
84970L,5700,5664.78,338,234
84970S,8470,6830.589999999999,415,271
84971S,1679,1386.75,117,69
84974,40,398.0,29,26
84975,5,8.45,2,2
84976,502,420.68,29,27
84978,10980,12674.720000000001,581,304
84984A,19,88.35000000000001,6,4
84984B,17,79.05000000000001,5,4
84984D,13,60.45,4,3
84985A,42,60.9,20,15
84987,2928,4078.68,242,201
84988,3954,5566.679999999999,309,209
84989A,28,15.400000000000002,18,16
84990,2,1.1,2,2
84991,17689,8618.37,691,414
84992,13070,6274.900000000001,531,325
84993A,305,128.1,33,30
84993B,57,23.94,17,16
84997A,2525,9618.29,234,143
84997B,4035,15158.81,330,202
84997C,3694,14044.74,309,202
84997D,4922,18807.0,429,248
85006,55,57.25,9,9
85008,12,55.95,7,7
85014A,1133,6367.9400000000005,257,183
85014B,1846,10247.470000000001,306,210
85015,2130,1591.42,115,103
85016,522,459.0,25,22
85017A,6,5.1,3,2
85017B,947,491.55,75,65
85017C,50,27.02,12,10
85018D,12,30.599999999999998,7,6
85019A,409,547.25,28,25
85019B,498,640.5,25,21
85019C,181,262.25,10,9
85020,78,163.8,16,11
85023B,104,232.8,12,10
85024B,193,289.65,12,12
85024C,12,19.799999999999997,9,8
85025B,305,474.44999999999993,22,20
85025C,308,477.99999999999994,30,27
85026B,75,63.75,9,9
85027L,70,160.5,18,17
85028L,10,19.5,4,4
85028S,24,51.599999999999994,8,8
85030,15,29.25,6,6
85031A,16,45.9,7,7
85031B,1,4.95,1,1
85031C,3,14.850000000000001,1,1
85032A,738,679.8000000000001,97,82
85032B,751,663.6,94,84
85032C,597,566.4,87,72
85032D,630,467.50000000000006,59,57
85034A,492,844.04,76,58
85034B,884,1362.44,94,80
85034C,1072,1560.64,142,109
85035A,263,689.79,77,59
85035B,558,820.5,44,38
85035C,1105,1611.45,114,86
85036A,211,676.03,62,48
85036B,360,581.58,45,40
85036C,742,1051.52,84,66
85038,1018,1994.2600000000002,117,70
85039A,445,586.55,42,26
85039B,491,669.91,52,38
85039C,222,129.94,12,9
85040A,807,1348.1899999999998,132,86
85040B,135,222.74999999999997,35,28
85045,41,186.15,10,9
85047,3,19.049999999999997,2,2
85048,1266,9374.7,216,170
85049A,2907,3607.8,274,204
85049B,54,67.5,13,13
85049C,1198,1471.35,212,162
85049D,539,673.75,106,85
85049E,2747,3499.7,347,248
85049F,374,467.5,88,70
85049G,1580,1926.33,244,161
85049H,448,520.47,77,58
85053,1549,3104.32,246,157
85054,551,1233.3100000000002,90,66
85055,37,122.75,10,9
85059,290,771.21,80,62
85061W,1986,1609.8,121,77
85062,1380,2234.6699999999996,135,97
85064,205,866.05,23,20
85066,1705,20562.92,455,289
85067,7,126.64999999999999,5,5
85071A,976,512.8000000000001,92,77
85071B,1256,622.64,110,88
85071C,607,313.78,73,62
85071D,362,205.98,66,58
85078,1746,376.50000000000006,65,46
85084,17,14.45,6,6
85086A,45,38.25,8,8
85087,40,119.36000000000001,7,7
85088,188,385.27000000000004,21,18
85089,14,41.300000000000004,6,5
85092,27,40.05,2,2
85093,451,227.49,21,20
85094,502,122.94000000000001,31,29
85095,66,128.26,10,9
85096,20,75.0,12,10
85099B,46181,85220.78,1618,635
85099C,12793,23675.04,659,306
85099F,16807,30644.2,664,315
85103,91,545.45,6,6
85104,196,502.47999999999996,14,13
85106,530,918.06,10,9
85107,243,516.45,29,21
85109,12,10.2,1,1
85111,1407,419.54999999999995,54,40
85114A,585,893.25,42,20
85114B,394,626.0999999999999,52,36
85114C,457,730.05,63,37
85116,694,702.8000000000001,38,30
85118,142,135.74,6,5
85123A,36782,100603.5,2035,856
85124B,82,209.1,29,23
85124C,84,214.2,31,23
85125,129,584.65,19,14
85127,80,396.0,20,17
85129B,101,124.11,16,10
85129C,77,99.88,12,8
85129D,166,241.38,35,16
85130A,77,127.04999999999998,10,10
85130B,816,707.7,50,44
85130C,479,425.71,45,37
85130D,552,526.38,52,41
85131A,469,462.17,25,19
85131B,142,120.38,13,2
85131C,73,78.71,11,5
85131D,115,113.09,12,5
85132A,455,967.25,52,38
85132B,513,1048.35,60,44
85132C,1404,2817.7999999999997,127,96
85135A,15,119.25,6,6
85135B,47,373.65000000000003,35,28
85135C,78,620.1,50,41
85136A,51,405.45,39,35
85136B,2,15.9,2,2
85136C,35,278.25,25,20
85141,123,627.45,42,32
85144,222,586.6,44,38
85145,38,167.70000000000002,14,12
85146,43,147.85000000000002,9,8
85150,3899,8699.13,369,196
85152,8164,15539.11,596,270
85159A,451,779.4499999999999,45,38
85159B,622,1134.5,59,45
85160B,105,46.11,16,15
85161,12,221.39999999999998,9,8
85163A,45,349.95,18,15
85163B,44,333.6,14,10
85167B,48,93.0,7,7
85168B,17,149.67,7,5
85169A,502,496.72,49,44
85169B,201,191.49,25,17
85169C,336,353.72,21,14
85169D,232,236.48000000000002,22,20
85170A,1,2.1,1,1
85170B,179,195.9,23,13
85170C,252,366.23,29,26
85170D,355,497.21000000000004,51,30
85172,1328,557.76,44,34
85173,434,628.4699999999999,50,40
85174,497,1985.67,84,55
85175,5217,2078.66,131,84
85176,626,542.24,75,50
85177,775,600.61,43,40
85178,2371,2642.19,100,77
85179A,119,188.31,17,15
85179C,69,89.65,7,7
85180A,434,844.34,38,32
85180B,196,381.0,21,19
85183A,657,805.75,83,60
85183B,977,1228.25,107,84
85184C,1523,2478.4300000000003,140,116
85185B,291,839.2500000000001,68,51
85185D,15,44.25000000000001,8,7
85186A,525,220.5,39,35
85186C,413,173.46,34,32
85187,324,515.4,60,53
85188A,302,256.7,34,29
85188B,75,63.74999999999999,8,8
85189,9,7.6499999999999995,4,2
85194L,901,747.13,57,52
85194S,1163,447.75000000000006,55,50
85195,11,23.1,3,3
85197,33,69.30000000000001,19,18
85198,86,68.06,6,6
85199L,925,598.37,65,52
85199S,2234,946.0699999999999,170,101
85200,183,228.75,27,24
85202,300,126.0,49,34
85203,570,237.96,55,45
85204,1876,249.48,44,40
85205B,116,295.8,25,22
85206A,916,1450.1999999999998,106,99
85206B,14,23.099999999999998,4,4
85208,161,298.74,25,22
85211,142,151.92,19,15
85212,2452,723.7199999999999,73,60
85213,821,301.36999999999995,25,23
85214,103,169.95,43,36
85215,163,105.95000000000002,8,8
85216,55,35.75,8,6
85224,3,6.300000000000001,1,1
85225,6,6.25,3,3
85227,1322,1107.08,159,115
85230A,840,203.27999999999997,18,14
85230B,1264,326.23999999999995,38,30
85230E,1101,267.45,24,17
85230F,338,90.33999999999999,12,11
85230G,1032,257.03999999999996,25,20
85231B,798,672.06,111,74
85231G,573,471.45,67,49
85232A,74,349.5,25,22
85232B,268,1326.6,10,7
85232D,175,832.6500000000001,54,45
90000A,11,65.45,6,6
90000B,3,17.85,2,2
90000D,6,35.7,4,4
90001A,2,8.5,1,1
90001B,4,17.0,2,2
90001C,2,8.5,2,2
90001D,5,21.25,3,3
90002D,10,37.5,6,5
90003B,6,22.5,3,3
90003C,12,45.0,5,5
90003D,18,67.5,7,7
90003E,8,30.0,2,2
90010A,7,62.64999999999999,5,5
90010B,7,62.64999999999999,3,3
90010E,10,89.5,7,7
90011A,1,2.95,1,1
90011B,7,20.650000000000002,2,2
90012A,8,23.6,2,2
90012B,12,35.400000000000006,2,2
90013A,16,60.0,3,3
90013C,11,41.25,4,4
90014A,16,103.19999999999999,10,8
90014B,10,85.5,8,7
90014C,4,32.8,3,3
90016A,14,80.75,4,4
90016B,9,76.5,8,6
90018A,17,72.25,9,8
90018B,8,34.0,5,5
90018C,6,25.5,3,3
90019A,18,89.10000000000001,9,8
90019B,2,9.9,2,2
90019C,4,19.8,3,3
90021,1,11.95,1,1
90022,8,30.0,4,4
90023,8,34.0,4,2
90024B,4,34.0,2,2
90024C,2,17.0,1,1
90024D,1,8.5,1,1
90024F,2,17.0,1,1
90025A,2,7.5,2,2
90025F,1,3.75,1,1
90026A,2,17.0,1,1
90026B,2,17.0,2,2
90026C,3,25.5,2,2
90026D,3,25.5,3,3
90027A,4,11.8,1,1
90027D,4,11.8,1,1
90028,2,17.0,1,1
90029,3,25.5,2,2
90030A,72,72.0,7,7
90030B,112,131.8,15,13
90030C,74,74.0,8,8
90031,48,48.0,5,5
90032,19,90.67,6,4
90033,2,5.1,1,1
90035A,4,43.0,2,1
90035C,2,21.5,1,1
90036A,6,47.7,4,3
90036B,4,31.8,2,2
90036C,6,47.7,2,2
90036D,11,87.45,4,4
90036E,7,55.650000000000006,5,4
90036F,4,31.8,1,1
90037B,6,15.299999999999999,1,1
90038A,6,22.5,1,1
90038B,6,22.5,1,1
90038C,6,22.5,1,1
90039A,6,22.5,1,1
90039B,6,22.5,1,1
90039C,1,3.75,1,1
90039D,14,52.5,2,2
90040A,6,21.0,2,2
90040B,4,14.0,2,2
90040C,7,24.5,3,3
90041,2,7.0,1,1
90042A,3,7.6499999999999995,2,1
90043,4,24.810000000000002,2,2
90046,3,14.850000000000001,1,1
90048,3,14.850000000000001,1,1
90049,5,34.77,3,2
90050,6,41.7,2,2
90051,6,41.7,3,3
90054,1,2.55,1,1
90055,1,2.55,1,1
90057,1008,1311.3600000000001,22,21
90058A,324,123.12,7,7
90058B,612,232.56,15,15
90059A,6,9.899999999999999,1,1
90059B,9,14.85,3,3
90059C,8,13.2,3,3
90059D,6,9.899999999999999,1,1
90059E,10,16.499999999999996,3,3
90059F,9,14.85,3,3
90060B,1,5.95,1,1
90060D,3,17.85,3,3
90062,20,255.0,6,6
90063A,11,93.5,7,7
90063B,8,68.0,5,5
90064A,7,26.25,3,3
90064B,11,41.25,6,6
90065A,8,54.0,4,3
90065B,1,6.75,1,1
90067A,10,29.500000000000004,3,3
90069,2,15.0,1,1
90070,8,47.6,3,3
90071,1,1.25,1,1
90072,10,37.5,3,2
90073,13,64.35000000000001,4,4
90074,2,17.9,1,1
90076,6,15.299999999999999,1,1
90078,2,15.0,1,1
90079,5,24.75,2,2
90081A,15,74.25,8,7
90081C,11,54.45,6,6
90082A,21,133.35,10,8
90082B,27,171.45,12,8
90082D,8,50.8,5,4
90083,19,13.69,4,2
90084,1,0.85,1,1
90085,24,20.4,2,2
90086,85,49.93,11,5
90087,90,33.66,8,4
90089,25,4.750000000000001,3,2
90093,47,20.39,6,5
90094,13,33.15,12,12
90096,8,20.4,3,3
90098,28,71.39999999999999,9,9
90099,20,51.0,13,12
90100,1,2.55,1,1
90101,15,38.25,4,3
90102,10,8.5,1,1
90103,8,20.4,2,2
90104,1,0.85,1,1
90108,64,67.2,6,6
90114,66,168.29999999999998,11,11
90116,16,27.04,3,3
90118,6,15.299999999999999,1,1
90119,60,148.32,16,3
90120B,20,85.0,5,5
90120C,31,131.75,7,6
90120D,2,8.5,2,2
90122A,8,39.6,3,3
90122B,1,4.95,1,1
90122C,17,84.15,5,3
90123A,14,83.3,8,8
90123B,8,47.6,4,4
90123C,13,77.35,5,5
90123D,3,17.85,2,2
90124A,6,59.699999999999996,4,4
90124B,4,39.8,3,3
90124C,7,69.64999999999999,4,4
90125A,109,93.89999999999999,6,4
90125B,19,24.9,3,3
90125C,73,63.3,3,2
90125D,74,65.39999999999999,5,3
90125E,1,2.1,1,1
90128B,1,1.25,1,1
90129A,7,20.650000000000002,3,3
90129B,21,61.95000000000001,6,6
90129C,17,50.150000000000006,6,6
90129D,8,23.6,2,2
90129E,6,17.700000000000003,1,1
90129F,16,47.2,5,5
90130A,1,2.95,1,1
90130B,9,26.55,3,3
90131,4,27.8,1,1
90133,9,44.55,3,3
90135,6,29.700000000000003,1,1
90136,3,29.849999999999998,2,2
90138,4,19.8,1,1
90141A,4,19.8,2,2
90141B,6,29.700000000000003,2,2
90141C,4,19.8,2,2
90141D,3,14.850000000000001,1,1
90141E,3,14.850000000000001,1,1
90142D,9,44.55,3,3
90143,19,142.5,8,7
90144,7,26.25,3,3
90145,21,124.95,11,7
90146,13,63.75,3,3
90147,21,208.95,12,10
90148,8,102.0,6,5
90149,52,335.28000000000003,3,2
90151,8,68.0,4,2
90152A,3,17.85,3,3
90152B,1,5.95,1,1
90152C,1,5.95,1,1
90154,57,421.75,5,5
90155,6,45.0,4,4
90156,3,14.850000000000001,2,2
90157,7,34.65,2,2
90158,14,69.30000000000001,6,6
90159,3,14.850000000000001,2,2
90160A,31,215.45000000000002,11,10
90160B,21,145.95000000000002,8,7
90160C,41,284.95000000000005,16,14
90160D,32,222.4,9,9
90161A,9,44.550000000000004,6,6
90161B,45,222.75,12,10
90161C,45,222.75,15,13
90161D,31,153.45000000000002,9,6
90162A,6,17.700000000000003,1,1
90162B,27,79.65,10,7
90162C,14,41.300000000000004,7,3
90162D,10,29.500000000000004,5,3
90163A,4,30.0,2,2
90163B,2,15.0,1,1
90164A,19,70.35,6,6
90164B,28,65.7,7,7
90165B,1,2.55,1,1
90166,14,58.900000000000006,8,4
90167,10,8.5,1,1
90168,6,17.700000000000003,1,1
90169,6,15.299999999999999,1,1
90170,46,75.89999999999999,6,6
90173,16,60.0,3,3
90174,16,40.8,4,4
90175A,9,80.55,8,6
90175C,9,80.55,6,6
90175D,3,26.849999999999998,2,2
90176A,2,15.0,1,1
90176B,2,15.0,1,1
90176C,2,15.0,1,1
90176D,7,52.5,4,4
90176E,3,22.5,2,2
90177A,6,17.700000000000003,1,1
90177B,7,20.650000000000002,2,2
90177C,13,38.35000000000001,3,3
90177D,17,50.150000000000006,6,5
90177E,6,17.700000000000003,1,1
90178A,6,71.69999999999999,6,6
90178B,1,11.95,1,1
90179A,3,17.85,2,2
90179C,1,5.95,1,1
90180A,13,87.35,5,5
90180B,3,29.849999999999998,3,3
90181A,1,8.95,1,1
90182C,6,17.700000000000003,1,1
90183A,20,59.00000000000001,5,5
90183C,1,2.95,1,1
90184A,8,71.6,4,4
90184B,21,187.95,11,11
90184C,11,98.44999999999999,7,7
90185A,22,93.5,5,5
90185B,13,55.25,3,3
90185C,21,89.25,5,5
90185D,32,136.0,8,7
90186A,5,14.75,4,3
90186B,12,35.400000000000006,6,6
90187B,4,13.4,1,1
90188,3,7.6499999999999995,3,2
90189A,2,15.0,2,2
90190A,6,17.700000000000003,1,1
90190B,6,17.700000000000003,1,1
90190C,5,14.75,4,4
90191,22,113.9,7,7
90192,23,113.85000000000001,8,5
90194,12,51.0,6,6
90195A,16,95.2,7,7
90195B,3,20.849999999999998,3,3
90196A,8,102.0,5,5
90196B,4,51.0,4,4
90197B,3,14.850000000000001,1,1
90198A,34,144.5,10,8
90198B,30,127.5,11,11
90199A,8,50.8,3,3
90199B,2,12.7,1,1
90199C,17,107.94999999999999,10,7
90199D,2,12.7,2,2
90200A,41,174.25,16,14
90200B,67,284.75,24,18
90200C,20,85.0,7,6
90200D,99,408.75,25,21
90200E,76,311.0,18,15
90201A,47,138.65,11,11
90201B,64,188.8,10,9
90201C,52,153.4,12,12
90201D,46,135.70000000000002,9,9
90202A,6,17.700000000000003,1,1
90202B,7,20.650000000000002,2,2
90202C,7,20.650000000000002,2,2
90202D,12,35.400000000000006,2,2
90204,17,56.95,8,8
90205A,16,26.4,6,6
90205C,6,9.899999999999999,3,3
90206A,6,29.700000000000003,3,2
90206C,13,64.35000000000001,8,6
90208,10,25.499999999999996,4,4
90209A,84,163.8,4,3
90209B,105,191.1,13,7
90209C,231,413.7,12,8
90210A,26,35.9,3,3
90210B,40,58.6,6,6
90210C,94,115.9,5,5
90210D,104,125.0,5,4
90211A,5,29.75,3,3
90211B,4,23.8,2,2
90212B,3,11.25,1,1
90212C,6,22.5,2,2
90214A,63,55.71,14,5
90214B,13,4.7299999999999995,2,2
90214C,52,40.04,9,7
90214D,39,25.71,7,5
90214E,41,27.25,8,6
90214F,13,3.7699999999999996,2,2
90214G,34,18.5,7,5
90214H,22,15.02,6,4
90214I,25,18.77,3,3
90214J,23,17.23,5,3
90214K,47,34.75,12,6
90214L,51,29.189999999999998,5,4
90214M,27,22.23,5,3
90214N,18,10.02,5,3
90214O,12,3.4799999999999995,1,1
90214P,28,10.999999999999998,6,4
90214R,15,6.27,4,3
90214S,40,26.0,6,5
90214T,12,3.4799999999999995,1,1
90214U,12,3.4799999999999995,1,1
90214V,14,5.9799999999999995,3,2
90214W,12,3.4799999999999995,1,1
90214Y,61,18.65,3,3
90214Z,12,3.4799999999999995,1,1
BANK CHARGES,12,165.001,12,10
C2,134,6686.0,133,29
DOT,16,11906.36,16,1
M,7173,53779.93,284,197
PADS,3,0.003,3,3
POST,3120,77803.96,1099,331
